"Some top phrases containing 8 words (without punctuation marks)","Occurrences"
"dan is het toch van belang dat je",2
"oprotten roept dan kan er maar één reactie",2
"roept dan kan er maar één reactie zijn",2
"geen voorstander van formele taallessen als mensen nog",2
"het moment dat de asielzoeker eraan toe is",2
"mensen van wie we zeker weten dat ze",2
